Wavelength (nm),Intensity
1018.49853515625,177.5
1019.0509033203125,173.5
1019.60302734375,175.0
1020.1552734375,165.75
1020.7073974609375,180.75
1021.2595825195312,165.25
1021.8116455078125,172.75
1022.3636474609375,163.5
1022.9156494140625,169.25
1023.467529296875,168.75
1024.019287109375,175.0
1024.5711669921875,169.25
1025.1229248046875,169.25
1025.674560546875,183.5
1026.2261962890625,172.25
1026.77783203125,179.5
1027.329345703125,178.0
1027.8807373046875,173.0
1028.432373046875,179.75
1028.9837646484375,179.0
1029.5350341796875,181.25
1030.08642578125,178.0
1030.6375732421875,179.0
1031.1888427734375,179.75
1031.739990234375,179.0
1032.2911376953125,168.5
1032.842041015625,171.5
1033.3931884765625,170.5
1033.9442138671875,168.75
1034.4949951171875,168.5
1035.0458984375,184.75
1035.5965576171875,175.75
1036.1474609375,174.25
1036.697998046875,180.75
1037.248779296875,176.25
1037.79931640625,173.25
1038.349853515625,184.75
1038.900390625,170.0
1039.4508056640625,178.25
1040.001220703125,174.5
1040.551513671875,186.5
1041.1019287109375,179.75
1041.652099609375,181.5
1042.2022705078125,174.0
1042.7523193359375,178.75
1043.302490234375,174.25
1043.8525390625,180.75
1044.4024658203125,181.25
1044.9525146484375,163.5
1045.50244140625,189.25
1046.05224609375,168.5
1046.6019287109375,178.75
1047.1517333984375,187.5
1047.701416015625,183.75
1048.2510986328125,179.0
1048.800537109375,175.75
1049.3502197265625,169.25
1049.8995361328125,185.75
1050.4490966796875,185.75
1050.9984130859375,178.5
1051.5478515625,178.75
1052.0970458984375,177.5
1052.646240234375,188.25
1053.1954345703125,172.25
1053.7445068359375,181.75
1054.293701171875,174.25
1054.8426513671875,184.75
1055.3916015625,179.0
1055.9405517578125,174.0
1056.489501953125,177.25
1057.0382080078125,170.0
1057.5869140625,180.25
1058.1357421875,177.0
1058.684326171875,175.5
1059.2330322265625,184.0
1059.781494140625,174.5
1060.330078125,177.0
1060.8785400390625,177.5
1061.427001953125,176.25
1061.9752197265625,178.0
1062.5235595703125,171.75
1063.07177734375,187.0
1063.6199951171875,178.75
1064.1683349609375,181.5
1064.71630859375,168.0
1065.264404296875,167.25
1065.812255859375,176.5
1066.3603515625,163.75
1066.908203125,172.25
1067.4560546875,172.0
1068.0037841796875,179.5
1068.5516357421875,170.25
1069.0992431640625,175.75
1069.64697265625,168.5
1070.194580078125,168.5
1070.741943359375,170.25
1071.28955078125,171.5
1071.8369140625,166.25
1072.38427734375,169.25
1072.931640625,169.25
1073.4788818359375,178.0
1074.0260009765625,170.75
1074.5732421875,169.5
1075.1204833984375,173.5
1075.66748046875,177.0
1076.2144775390625,182.5
1076.761474609375,174.75
1077.308349609375,177.25
1077.8551025390625,177.75
1078.4019775390625,178.0
1078.94873046875,171.75
1079.49560546875,173.25
1080.0421142578125,161.5
1080.5887451171875,178.75
1081.1353759765625,179.0
1081.6817626953125,178.75
1082.2283935546875,181.0
1082.774658203125,170.25
1083.321044921875,173.75
1083.8671875,175.0
1084.41357421875,164.75
1084.9595947265625,177.0
1085.505859375,182.5
1086.0518798828125,170.25
1086.5980224609375,171.0
1087.1439208984375,183.25
1087.6898193359375,174.0
1088.2357177734375,179.75
1088.781494140625,173.5
1089.3272705078125,171.5
1089.873046875,174.5
1090.418701171875,183.0
1090.964111328125,166.25
1091.509765625,178.25
1092.0552978515625,169.25
1092.600830078125,174.75
1093.146240234375,174.5
1093.69140625,170.5
1094.23681640625,165.0
1094.781982421875,182.5
1095.3272705078125,171.75
1095.872314453125,167.75
1096.41748046875,181.25
1096.96240234375,165.0
1097.507568359375,167.25
1098.0523681640625,173.25
1098.5972900390625,166.75
1099.1422119140625,179.0
1099.6868896484375,170.5
1100.2315673828125,172.0
1100.7762451171875,174.0
1101.3209228515625,162.25
1101.865478515625,179.5
1102.4100341796875,165.25
1102.954345703125,170.0
1103.4989013671875,171.0
1104.043212890625,172.5
1104.5875244140625,171.25
1105.1317138671875,179.0
1105.6759033203125,174.0
1106.219970703125,178.0
1106.7640380859375,172.75
1107.30810546875,171.5
1107.85205078125,169.0
1108.39599609375,170.0
1108.93994140625,174.0
1109.4837646484375,178.25
1110.0274658203125,169.75
1110.5711669921875,171.0
1111.1148681640625,171.5
1111.658447265625,174.0
1112.2020263671875,172.0
1112.7454833984375,164.75
1113.2890625,174.0
1113.832275390625,171.25
1114.375732421875,183.5
1114.9189453125,164.5
1115.462158203125,174.25
1116.0054931640625,171.0
1116.5484619140625,176.5
1117.0916748046875,163.75
1117.6346435546875,182.25
1118.1776123046875,176.5
1118.720458984375,170.0
1119.263427734375,164.25
1119.80615234375,167.75
1120.348876953125,178.0
1120.8916015625,174.25
1121.434326171875,181.5
1121.9769287109375,166.0
1122.5194091796875,172.75
1123.06201171875,170.0
1123.6043701171875,177.0
1124.146728515625,168.75
1124.68896484375,167.5
1125.2313232421875,175.75
1125.7734375,169.5
1126.3157958984375,175.5
1126.8577880859375,174.25
1127.3997802734375,175.75
1127.94189453125,181.25
1128.4837646484375,168.75
1129.02587890625,173.25
1129.567626953125,171.5
1130.109375,170.75
1130.651123046875,182.0
1131.1927490234375,180.75
1131.734375,175.5
1132.2760009765625,165.75
1132.8175048828125,182.75
1133.3590087890625,180.5
1133.900390625,176.75
1134.4417724609375,177.25
1134.983154296875,179.25
1135.5242919921875,178.75
1136.0655517578125,174.75
1136.606689453125,181.25
1137.1478271484375,173.0
1137.688720703125,181.5
1138.2298583984375,178.75
1138.770751953125,188.25
1139.3116455078125,181.5
1139.8524169921875,187.0
1140.3931884765625,185.25
1140.933837890625,179.25
1141.4744873046875,176.0
1142.01513671875,185.75
1142.5556640625,180.5
1143.09619140625,179.5
1143.6365966796875,181.5
1144.177001953125,173.0
1144.7174072265625,182.75
1145.257568359375,179.75
1145.7979736328125,180.75
1146.3380126953125,182.25
1146.8780517578125,184.0
1147.418212890625,190.75
1147.9581298828125,168.25
1148.498046875,176.75
1149.0379638671875,189.0
1149.577880859375,179.5
1150.11767578125,187.25
1150.657470703125,181.5
1151.1971435546875,183.75
1151.7366943359375,179.0
1152.2762451171875,190.75
1152.8157958984375,179.0
1153.355224609375,186.75
1153.8946533203125,184.25
1154.4339599609375,180.0
1154.9732666015625,180.25
1155.512451171875,177.5
1156.0517578125,181.25
1156.5909423828125,184.5
1157.1298828125,187.5
1157.6690673828125,184.0
1158.2080078125,179.25
1158.746826171875,179.0
1159.28564453125,182.75
1159.824462890625,179.75
1160.3631591796875,185.0
1160.9019775390625,173.0
1161.4405517578125,173.0
1161.9791259765625,178.25
1162.5177001953125,181.25
1163.05615234375,182.5
1163.5946044921875,177.5
1164.133056640625,176.5
1164.67138671875,175.0
1165.20947265625,174.0
1165.747802734375,184.25
1166.2857666015625,174.75
1166.8240966796875,179.25
1167.362060546875,181.0
1167.9000244140625,183.5
1168.43798828125,184.0
1168.975830078125,177.75
1169.513671875,188.5
1170.0513916015625,177.0
1170.589111328125,177.25
1171.126708984375,175.0
1171.664306640625,185.25
1172.2017822265625,182.75
1172.7393798828125,176.0
1173.27685546875,184.0
1173.814208984375,181.5
1174.3515625,176.5
1174.888671875,184.25
1175.4259033203125,185.0
1175.9630126953125,174.0
1176.500244140625,178.25
1177.037109375,178.25
1177.57421875,188.0
1178.111083984375,185.0
1178.6480712890625,178.5
1179.1849365234375,183.5
1179.7215576171875,170.5
1180.2584228515625,173.5
1180.794921875,183.0
1181.33154296875,182.75
1181.8680419921875,180.75
1182.404541015625,181.25
1182.9410400390625,175.25
1183.4774169921875,177.5
1184.013671875,178.25
1184.5499267578125,177.75
1185.0863037109375,179.5
1185.622314453125,181.5
1186.1585693359375,184.25
1186.6944580078125,170.5
1187.23046875,179.25
1187.766357421875,178.25
1188.30224609375,181.75
1188.8380126953125,174.5
1189.3739013671875,187.75
1189.909423828125,177.5
1190.4451904296875,178.0
1190.9808349609375,180.25
1191.5162353515625,176.25
1192.0517578125,176.75
1192.587158203125,174.25
1193.12255859375,171.5
1193.6578369140625,176.5
1194.193115234375,178.5
1194.728271484375,179.25
1195.2635498046875,188.5
1195.7984619140625,179.75
1196.3336181640625,182.25
1196.86865234375,184.75
1197.403564453125,187.0
1197.9383544921875,173.25
1198.47314453125,183.75
1199.0079345703125,186.0
1199.5426025390625,174.75
1200.0772705078125,177.5
1200.61181640625,175.0
1201.1463623046875,181.25
1201.6807861328125,179.5
1202.2152099609375,178.25
1202.7496337890625,181.25
1203.283935546875,179.0
1203.8182373046875,171.0
1204.3524169921875,180.75
1204.886474609375,179.0
1205.42041015625,182.5
1205.95458984375,176.0
1206.488525390625,181.0
1207.0224609375,171.75
1207.556396484375,177.5
1208.090087890625,185.75
1208.623779296875,181.5
1209.157470703125,164.0
1209.691162109375,178.75
1210.224609375,170.75
1210.7581787109375,182.75
1211.2916259765625,174.25
1211.8250732421875,189.5
1212.3583984375,177.75
1212.8917236328125,179.25
1213.4249267578125,188.75
1213.9581298828125,169.5
1214.4913330078125,174.75
1215.024169921875,184.25
1215.5572509765625,184.5
1216.090087890625,184.25
1216.623046875,180.75
1217.15576171875,181.25
1217.688720703125,175.0
1218.2213134765625,182.75
1218.7540283203125,186.5
1219.2867431640625,184.25
1219.8192138671875,182.0
1220.3516845703125,181.5
1220.884033203125,172.25
1221.41650390625,182.75
1221.94873046875,178.5
1222.4810791015625,186.0
1223.01318359375,178.25
1223.54541015625,180.5
1224.077392578125,187.75
1224.6094970703125,179.75
1225.1416015625,174.5
1225.6734619140625,181.5
1226.2052001953125,181.25
1226.7369384765625,188.25
1227.268798828125,183.75
1227.8004150390625,174.25
1228.3321533203125,174.25
1228.863525390625,192.0
1229.3951416015625,184.5
1229.926513671875,182.75
1230.4580078125,179.0
1230.9893798828125,186.5
1231.5206298828125,187.0
1232.0518798828125,179.75
1232.5830078125,182.75
1233.1141357421875,177.0
1233.6451416015625,180.75
1234.17626953125,182.5
1234.7071533203125,181.25
1235.238037109375,185.75
1235.768798828125,184.0
1236.2996826171875,191.25
1236.830322265625,176.75
1237.3609619140625,185.5
1237.8916015625,181.25
1238.422119140625,178.0
1238.95263671875,182.5
1239.4830322265625,179.75
1240.013427734375,192.75
1240.5435791015625,183.0
1241.073974609375,181.0
1241.6041259765625,173.25
1242.13427734375,185.75
1242.6644287109375,180.75
1243.1943359375,186.0
1243.724365234375,187.0
1244.254150390625,179.5
1244.7841796875,178.75
1245.3138427734375,185.75
1245.843505859375,184.5
1246.3731689453125,191.5
1246.90283203125,183.75
1247.4324951171875,187.25
1247.9619140625,179.75
1248.491455078125,184.75
1249.020751953125,178.25
1249.550048828125,182.75
1250.0792236328125,195.0
1250.6085205078125,183.75
1251.1375732421875,187.25
1251.666748046875,187.0
1252.1956787109375,184.25
1252.7247314453125,188.0
1253.253662109375,178.25
1253.782470703125,185.0
1254.3114013671875,188.0
1254.8399658203125,179.5
1255.3687744140625,183.0
1255.897216796875,170.5
1256.426025390625,182.0
1256.954345703125,170.0
1257.48291015625,185.75
1258.0111083984375,173.5
1258.53955078125,175.75
1259.06787109375,177.0
1259.5960693359375,180.5
1260.124267578125,178.75
1260.6522216796875,178.75
1261.180419921875,183.75
1261.708251953125,178.0
1262.236328125,179.25
1262.76416015625,173.25
1263.2918701171875,172.75
1263.819580078125,176.25
1264.347412109375,186.5
1264.875,172.5
1265.402587890625,176.5
1265.9300537109375,177.75
1266.45751953125,177.0
1266.98486328125,186.75
1267.51220703125,171.25
1268.03955078125,180.25
1268.566650390625,180.75
1269.0938720703125,174.5
1269.6209716796875,176.25
1270.1480712890625,182.0
1270.675048828125,174.0
1271.201904296875,177.75
1271.728759765625,181.75
1272.255615234375,181.0
1272.782470703125,182.5
1273.30908203125,187.0
1273.835693359375,183.25
1274.3621826171875,186.25
1274.888671875,175.0
1275.415283203125,186.75
1275.9415283203125,184.0
1276.4678955078125,183.5
1276.994140625,180.0
1277.5205078125,177.5
1278.0465087890625,176.25
1278.5726318359375,180.5
1279.0986328125,188.25
1279.624755859375,176.5
1280.1505126953125,175.75
1280.6763916015625,187.0
1281.2022705078125,173.75
1281.72802734375,196.0
1282.2537841796875,173.25
1282.779296875,183.25
1283.3048095703125,185.0
1283.830322265625,167.75
1284.3558349609375,179.5
1284.8812255859375,185.0
1285.4066162109375,174.5
1285.9317626953125,187.0
1286.45703125,184.75
1286.982177734375,188.25
1287.5072021484375,178.5
1288.0323486328125,184.25
1288.5572509765625,176.0
1289.082275390625,186.25
1289.60693359375,174.0
1290.1317138671875,175.25
1290.656494140625,181.0
1291.18115234375,179.0
1291.7056884765625,172.5
1292.2303466796875,184.5
1292.7548828125,177.5
1293.279296875,173.0
1293.8037109375,188.5
1294.327880859375,172.25
1294.8521728515625,177.75
1295.37646484375,181.25
1295.9005126953125,181.0
1296.424560546875,177.75
1296.94873046875,172.5
1297.4725341796875,176.25
1297.9964599609375,177.0
1298.5203857421875,185.0
1299.0440673828125,180.25
1299.56787109375,188.25
1300.0914306640625,184.5
1300.6151123046875,175.0
1301.1385498046875,184.5
1301.662109375,182.5
1302.1854248046875,176.5
1302.7088623046875,176.75
1303.2320556640625,190.0
1303.75537109375,182.25
1304.2784423828125,171.25
1304.8016357421875,181.25
1305.3245849609375,188.75
1305.84765625,183.0
1306.37060546875,184.0
1306.8935546875,179.0
1307.4163818359375,174.5
1307.9390869140625,191.75
1308.4617919921875,187.0
1308.984375,190.5
1309.5069580078125,182.0
1310.0294189453125,174.25
1310.552001953125,187.75
1311.07421875,177.5
1311.5965576171875,184.25
1312.1190185546875,187.5
1312.6409912109375,185.0
1313.163330078125,180.75
1313.6854248046875,178.25
1314.2073974609375,195.5
1314.7293701171875,184.25
1315.2513427734375,196.0
1315.7730712890625,189.25
1316.294921875,183.5
1316.816650390625,184.25
1317.33837890625,187.5
1317.85986328125,175.5
1318.3814697265625,192.0
1318.9029541015625,185.25
1319.42431640625,183.0
1319.94580078125,187.75
1320.4669189453125,184.75
1320.98828125,188.0
1321.5093994140625,189.5
1322.030517578125,183.5
1322.5516357421875,177.25
1323.072509765625,188.75
1323.593505859375,186.5
1324.1143798828125,185.25
1324.63525390625,187.25
1325.156005859375,194.0
1325.6766357421875,191.25
1326.197265625,191.25
1326.7178955078125,183.5
1327.23828125,192.0
1327.7589111328125,186.0
1328.2791748046875,188.5
1328.799560546875,191.0
1329.31982421875,178.75
1329.840087890625,188.5
1330.3602294921875,182.0
1330.880126953125,189.25
1331.4002685546875,177.0
1331.920166015625,181.25
1332.440185546875,192.75
1332.9599609375,186.5
1333.479736328125,185.5
1333.99951171875,192.5
1334.5191650390625,189.5
1335.0386962890625,181.75
1335.5582275390625,190.75
1336.0777587890625,183.25
1336.5970458984375,193.25
1337.1165771484375,193.75
1337.6357421875,188.75
1338.1549072265625,188.25
1338.674072265625,196.5
1339.1932373046875,190.5
1339.7122802734375,185.75
1340.2313232421875,189.75
1340.750244140625,188.0
1341.26904296875,185.75
1341.787841796875,186.75
1342.306640625,191.25
1342.8253173828125,192.25
1343.3438720703125,186.5
1343.8624267578125,185.25
1344.380859375,185.25
1344.8992919921875,194.0
1345.417724609375,181.5
1345.9359130859375,187.75
1346.454345703125,190.5
1346.972412109375,189.5
1347.490478515625,193.0
1348.008544921875,184.25
1348.526611328125,181.75
1349.0445556640625,183.25
1349.5623779296875,179.75
1350.080078125,177.5
1350.597900390625,190.5
1351.11572265625,195.25
1351.6331787109375,185.5
1352.15087890625,190.25
1352.668212890625,188.75
1353.185791015625,184.75
1353.703125,184.5
1354.220458984375,179.25
1354.7376708984375,189.5
1355.2548828125,187.75
1355.77197265625,195.75
1356.2890625,184.25
1356.8060302734375,174.0
1357.3231201171875,183.25
1357.8399658203125,186.25
1358.356689453125,182.75
1358.87353515625,185.0
1359.39013671875,188.0
1359.90673828125,188.5
1360.42333984375,183.5
1360.93994140625,179.25
1361.4564208984375,184.5
1361.97265625,178.0
1362.4891357421875,191.25
1363.0052490234375,189.75
1363.521484375,182.0
1364.03759765625,187.25
1364.5537109375,192.5
1365.0697021484375,174.0
1365.5855712890625,184.25
1366.1015625,192.5
1366.617431640625,191.5
1367.133056640625,187.25
1367.6488037109375,179.0
1368.16455078125,180.0
1368.6800537109375,181.25
1369.195556640625,187.75
1369.7109375,184.0
1370.226318359375,185.5
1370.7415771484375,177.5
1371.2569580078125,180.5
1371.77197265625,185.25
1372.2872314453125,191.5
1372.8023681640625,185.75
1373.3173828125,186.25
1373.832275390625,180.75
1374.34716796875,177.5
1374.8619384765625,180.75
1375.376708984375,178.75
1375.8914794921875,183.5
1376.406005859375,188.75
1376.9205322265625,180.75
1377.43505859375,186.75
1377.9495849609375,179.25
1378.4639892578125,187.75
1378.978271484375,187.25
1379.4925537109375,181.25
1380.0067138671875,195.75
1380.5208740234375,181.0
1381.034912109375,183.75
1381.5489501953125,186.0
1382.062744140625,183.5
1382.5767822265625,189.25
1383.0904541015625,186.0
1383.6043701171875,189.75
1384.1180419921875,189.5
1384.631591796875,194.75
1385.145263671875,195.5
1385.65869140625,186.5
1386.1719970703125,188.25
1386.6854248046875,188.75
1387.19873046875,186.75
1387.7119140625,185.75
1388.22509765625,182.75
1388.73828125,189.5
1389.2513427734375,188.25
1389.764404296875,177.75
1390.27734375,191.25
1390.7901611328125,181.75
1391.3028564453125,188.75
1391.815673828125,187.5
1392.3282470703125,186.25
1392.8409423828125,187.0
1393.3533935546875,189.25
1393.8660888671875,191.25
1394.37841796875,188.75
1394.8907470703125,189.5
1395.4031982421875,184.0
1395.915283203125,198.0
1396.427490234375,195.5
1396.9395751953125,186.75
1397.45166015625,196.25
1397.9635009765625,182.5
1398.4754638671875,188.5
1398.9873046875,179.25
1399.4990234375,192.75
1400.0108642578125,187.5
1400.5224609375,183.25
1401.0340576171875,184.75
1401.5455322265625,187.0
1402.05712890625,185.25
1402.5684814453125,188.75
1403.079833984375,188.0
1403.591064453125,186.25
1404.102294921875,185.0
1404.6134033203125,189.0
1405.12451171875,185.75
1405.6356201171875,184.0
1406.146484375,187.0
1406.657470703125,187.5
1407.168212890625,195.0
1407.678955078125,184.75
1408.189697265625,184.0
1408.7003173828125,191.5
1409.2108154296875,185.75
1409.7213134765625,186.5
1410.2318115234375,190.75
1410.7421875,186.5
1411.2525634765625,184.75
1411.7628173828125,178.75
1412.27294921875,192.75
1412.7830810546875,188.25
1413.293212890625,191.75
1413.8031005859375,185.75
1414.3131103515625,186.75
1414.8228759765625,190.75
1415.3326416015625,184.0
1415.8424072265625,188.75
1416.35205078125,191.25
1416.86181640625,192.75
1417.3712158203125,193.75
1417.8807373046875,196.5
1418.39013671875,182.75
1418.8995361328125,197.0
1419.4088134765625,189.25
1419.9180908203125,191.25
1420.4271240234375,187.75
1420.936279296875,191.25
1421.4451904296875,188.5
1421.954345703125,184.5
1422.4632568359375,186.5
1422.9720458984375,191.75
1423.4808349609375,173.5
1423.9893798828125,195.25
1424.4981689453125,185.75
1425.0067138671875,179.75
1425.5152587890625,189.25
1426.0235595703125,190.75
1426.5321044921875,190.0
1427.0404052734375,185.75
1427.548583984375,193.25
1428.056884765625,189.0
1428.5648193359375,190.75
1429.072998046875,181.0
1429.5809326171875,184.75
1430.0889892578125,189.0
1430.5966796875,186.0
1431.1046142578125,179.25
1431.6121826171875,182.0
1432.1199951171875,199.75
1432.627685546875,201.0
1433.135009765625,188.5
1433.642578125,193.0
1434.14990234375,196.5
1434.6573486328125,191.75
1435.16455078125,184.0
1435.6717529296875,187.75
1436.1788330078125,195.5
1436.68603515625,181.75
1437.1929931640625,185.75
1437.7000732421875,185.0
1438.2069091796875,184.25
1438.713623046875,188.25
1439.220458984375,191.75
1439.7271728515625,178.75
1440.23388671875,196.5
1440.7403564453125,194.0
1441.246826171875,189.0
1441.7532958984375,192.75
1442.2596435546875,185.25
1442.765869140625,185.75
1443.2720947265625,186.0
1443.7783203125,192.5
1444.284423828125,199.25
1444.79052734375,195.0
1445.2965087890625,195.25
1445.8023681640625,193.5
1446.3082275390625,197.75
1446.8140869140625,190.5
1447.3197021484375,192.5
1447.8253173828125,189.0
1448.330810546875,194.75
1448.83642578125,195.25
1449.342041015625,199.25
1449.8472900390625,191.25
1450.3526611328125,184.0
1450.8577880859375,186.25
1451.363037109375,207.0
1451.8680419921875,197.0
1452.3731689453125,195.0
1452.878173828125,191.5
1453.383056640625,196.5
1453.887939453125,188.0
1454.3927001953125,191.0
1454.8974609375,193.0
1455.402099609375,193.25
1455.90673828125,190.75
1456.4112548828125,193.0
1456.915771484375,196.0
1457.4200439453125,195.0
1457.9244384765625,190.0
1458.4287109375,195.75
1458.9329833984375,193.0
1459.43701171875,197.5
1459.941162109375,197.0
1460.4451904296875,202.5
1460.948974609375,201.25
1461.4530029296875,197.5
1461.956787109375,195.75
1462.4605712890625,191.5
1462.964111328125,197.75
1463.4677734375,201.5
1463.97119140625,203.25
1464.4747314453125,201.25
1464.978271484375,199.75
1465.4814453125,199.25
1465.98486328125,207.25
1466.488037109375,197.5
1466.9912109375,200.0
1467.494140625,202.75
1467.9971923828125,204.5
1468.5001220703125,198.0
1469.0030517578125,185.75
1469.5057373046875,199.0
1470.0086669921875,199.75
1470.5113525390625,203.25
1471.0137939453125,209.0
1471.5164794921875,208.25
1472.0189208984375,195.0
1472.521240234375,209.25
1473.0235595703125,200.5
1473.5260009765625,207.0
1474.028076171875,202.5
1474.5302734375,203.5
1475.0322265625,199.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
